#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  70000      1.43e+01    1.49e+01      3.16e-02    9.40e-03      1.43e-01    1.49e-01    9.1e-05
  71000      1.15e+01    1.76e+01      1.71e-02    3.40e-02      1.15e-01    1.76e-01    9.1e-05
  72000      3.06e+01    1.53e+01      1.38e-02    7.44e-03      3.06e-01    1.53e-01    9.1e-05
  73000      2.50e+01    2.33e+01      9.09e-03    1.72e-02      2.50e-01    2.33e-01    9.1e-05
  74000      1.61e+01    2.30e+01      2.20e-03    1.70e-02      1.61e-01    2.30e-01    9.1e-05
  75000      2.20e+01    2.56e+01      1.22e-01    8.33e-02      2.20e-01    2.56e-01    7.7e-05
  76000      2.92e+01    2.10e+01      1.07e-01    2.59e-02      2.92e-01    2.10e-01    7.7e-05
  77000      5.43e+00    2.85e+01      4.84e-02    4.10e-01      5.43e-02    2.85e-01    7.7e-05
  78000      1.78e+01    2.80e+01      4.78e-03    1.26e-02      1.78e-01    2.80e-01    7.7e-05
  79000      2.21e+01    1.95e+01      3.10e-02    3.64e-02      2.21e-01    1.95e-01    7.7e-05
  80000      1.26e+01    2.38e+01      1.33e-01    2.92e-02      1.26e-01    2.38e-01    6.5e-05
  81000      2.03e+01    7.50e+00      2.71e-03    5.95e-02      2.03e-01    7.50e-02    6.5e-05
  82000      2.06e+01    1.18e+01      3.54e-02    4.99e-02      2.06e-01    1.18e-01    6.5e-05
  83000      2.24e+01    2.32e+01      5.02e-02    1.81e-02      2.24e-01    2.32e-01    6.5e-05
  84000      1.48e+01    1.77e+01      3.52e-02    1.51e-02      1.48e-01    1.77e-01    6.5e-05
  85000      2.50e+01    2.00e+01      1.22e-01    4.79e-02      2.50e-01    2.00e-01    5.5e-05
  86000      2.46e+01    3.22e+01      2.59e-02    3.47e-01      2.46e-01    3.22e-01    5.5e-05
  87000      2.40e+01    2.21e+01      4.16e-02    1.56e-02      2.40e-01    2.21e-01    5.5e-05
  88000      1.81e+01    2.06e+01      3.11e-02    7.00e-03      1.81e-01    2.06e-01    5.5e-05
  89000      2.14e+01    3.34e+01      1.95e-02    1.16e-01      2.14e-01    3.34e-01    5.5e-05
  90000      1.50e+01    1.92e+01      6.14e-03    2.27e-02      1.50e-01    1.92e-01    4.6e-05
  91000      1.94e+01    1.68e+01      4.06e-02    1.05e-02      1.94e-01    1.68e-01    4.6e-05
  92000      1.46e+01    2.20e+01      3.78e-02    5.78e-02      1.46e-01    2.20e-01    4.6e-05
  93000      1.09e+01    1.10e+01      7.95e-02    7.50e-02      1.09e-01    1.10e-01    4.6e-05
  94000      5.61e+00    2.53e+01      4.27e-02    8.26e-03      5.61e-02    2.53e-01    4.6e-05
  95000      1.71e+01    1.40e+01      5.51e-02    1.34e-01      1.71e-01    1.40e-01    3.9e-05
  96000      1.20e+01    1.64e+01      8.65e-03    3.16e-02      1.20e-01    1.64e-01    3.9e-05
  97000      1.58e+01    1.81e+01      4.92e-02    8.39e-03      1.58e-01    1.81e-01    3.9e-05
  98000      1.20e+01    1.54e+01      1.28e-02    9.38e-03      1.20e-01    1.54e-01    3.9e-05
  99000      1.62e+01    1.57e+01      2.96e-02    1.14e-03      1.62e-01    1.57e-01    3.9e-05
 100000      1.68e+01    1.26e+01      2.57e-02    7.30e-02      1.68e-01    1.26e-01    3.3e-05
 101000      2.82e+01    1.03e+01      5.07e-02    2.32e-03      2.82e-01    1.03e-01    3.3e-05
 102000      2.00e+01    1.99e+01      1.61e-01    7.78e-02      2.00e-01    1.99e-01    3.3e-05
 103000      4.00e+01    2.46e+01      1.82e-03    4.50e-02      4.00e-01    2.46e-01    3.3e-05
 104000      1.16e+01    2.01e+01      8.52e-02    6.49e-02      1.16e-01    2.01e-01    3.3e-05
 105000      2.36e+01    2.76e+01      5.41e-02    2.55e-02      2.36e-01    2.76e-01    2.8e-05
 106000      2.52e+01    5.49e+00      2.45e-02    3.58e-02      2.52e-01    5.49e-02    2.8e-05
 107000      1.69e+01    8.47e+00      4.22e-02    5.66e-02      1.69e-01    8.47e-02    2.8e-05
 108000      1.20e+01    1.46e+01      8.48e-02    3.94e-02      1.20e-01    1.46e-01    2.8e-05
 109000      2.74e+01    2.77e+01      1.92e-02    6.70e-04      2.74e-01    2.77e-01    2.8e-05
 110000      8.53e+00    1.58e+01      7.08e-03    2.68e-02      8.53e-02    1.58e-01    2.3e-05
 111000      1.25e+01    2.08e+01      6.22e-02    6.00e-02      1.25e-01    2.07e-01    2.3e-05
 112000      1.39e+01    9.49e+00      1.16e-01    5.56e-03      1.39e-01    9.49e-02    2.3e-05
 113000      2.48e+01    1.07e+01      2.49e-02    3.53e-03      2.48e-01    1.07e-01    2.3e-05
 114000      8.06e+00    1.16e+01      1.58e-02    1.26e-01      8.06e-02    1.16e-01    2.3e-05
 115000      2.25e+01    2.51e+01      2.65e-02    9.00e-03      2.25e-01    2.51e-01    2.0e-05
 116000      1.16e+01    8.66e+00      3.85e-02    3.84e-02      1.16e-01    8.66e-02    2.0e-05
 117000      4.08e+00    1.20e+01      4.92e-01    6.14e-02      4.05e-02    1.20e-01    2.0e-05
 118000      1.64e+01    2.63e+01      2.41e-02    3.24e-02      1.64e-01    2.63e-01    2.0e-05
 119000      2.09e+01    1.01e+01      1.42e-01    3.59e-02      2.09e-01    1.01e-01    2.0e-05
 120000      1.44e+01    1.38e+01      1.86e-02    5.21e-03      1.44e-01    1.38e-01    1.7e-05
 121000      7.90e+00    2.48e+01      5.45e-02    3.78e-02      7.90e-02    2.48e-01    1.7e-05
 122000      1.31e+01    2.92e+01      7.46e-04    1.56e-02      1.31e-01    2.92e-01    1.7e-05
 123000      1.94e+01    1.60e+01      3.51e-02    3.47e-02      1.94e-01    1.60e-01    1.7e-05
 124000      2.03e+01    1.93e+01      3.22e-02    1.12e-01      2.03e-01    1.93e-01    1.7e-05
 125000      1.19e+01    1.36e+01      2.29e-02    3.73e-04      1.19e-01    1.36e-01    1.4e-05
 126000      2.58e+01    6.46e+00      2.71e-02    5.67e-02      2.58e-01    6.46e-02    1.4e-05
 127000      1.86e+01    2.87e+01      7.34e-02    8.39e-02      1.86e-01    2.87e-01    1.4e-05
 128000      1.22e+01    1.80e+01      3.83e-02    3.26e-02      1.22e-01    1.80e-01    1.4e-05
 129000      5.04e+01    6.43e+00      7.30e-01    4.38e-02      5.04e-01    6.43e-02    1.4e-05
 130000      1.69e+01    1.68e+01      3.54e-02    2.76e-02      1.69e-01    1.68e-01    1.2e-05
 131000      5.19e+00    1.83e+01      3.78e-02    8.91e-03      5.19e-02    1.83e-01    1.2e-05
 132000      8.63e+00    1.60e+01      4.84e-02    4.61e-02      8.63e-02    1.60e-01    1.2e-05
 133000      6.68e+00    1.43e+01      4.18e-02    7.27e-02      6.68e-02    1.43e-01    1.2e-05
 134000      8.86e+00    2.71e+01      2.69e-02    3.19e-03      8.86e-02    2.71e-01    1.2e-05
 135000      8.33e+00    1.20e+01      5.16e-02    1.71e-01      8.33e-02    1.20e-01    9.9e-06
 136000      1.02e+01    4.04e+00      3.55e-02    4.01e-02      1.02e-01    4.04e-02    9.9e-06
 137000      2.63e+01    1.93e+01      9.89e-02    6.08e-02      2.63e-01    1.93e-01    9.9e-06
 138000      2.40e+01    1.26e+01      3.85e-02    1.83e-02      2.40e-01    1.26e-01    9.9e-06
 139000      1.57e+01    1.69e+01      1.95e-02    2.56e-01      1.57e-01    1.69e-01    9.9e-06
 140000      1.87e+01    2.22e+01      9.75e-03    2.62e-02      1.87e-01    2.22e-01    8.3e-06
 141000      1.83e+01    1.17e+01      2.05e-02    2.36e-02      1.83e-01    1.17e-01    8.3e-06
 142000      1.25e+01    1.88e+01      9.12e-03    1.23e-01      1.25e-01    1.88e-01    8.3e-06
 143000      4.10e+00    2.72e+01      6.47e-02    1.55e-01      4.10e-02    2.72e-01    8.3e-06
 144000      2.03e+01    9.27e+00      9.06e-02    2.89e-02      2.03e-01    9.27e-02    8.3e-06
 145000      1.19e+01    2.56e+01      8.69e-02    1.15e-02      1.19e-01    2.56e-01    7.0e-06
 146000      3.09e+01    2.58e+01      2.76e-02    4.04e-02      3.09e-01    2.58e-01    7.0e-06
 147000      9.98e+00    4.37e+00      4.44e-02    4.63e-01      9.98e-02    4.34e-02    7.0e-06
 148000      1.52e+01    1.53e+01      2.37e-02    1.73e-02      1.52e-01    1.53e-01    7.0e-06
 149000      2.05e+01    2.00e+01      8.40e-02    1.20e-02      2.05e-01    2.00e-01    7.0e-06
 150000      3.31e+01    1.62e+01      1.91e-02    2.28e-03      3.31e-01    1.62e-01    5.9e-06
 151000      2.70e+01    9.26e+00      1.82e-01    3.03e-02      2.70e-01    9.26e-02    5.9e-06
 152000      1.79e+01    2.12e+01      1.81e-02    8.20e-03      1.79e-01    2.12e-01    5.9e-06
 153000      9.00e+00    4.16e+00      1.66e-02    5.19e-01      9.00e-02    4.12e-02    5.9e-06
 154000      2.28e+01    1.32e+01      2.68e-02    1.11e-02      2.28e-01    1.32e-01    5.9e-06
 155000      1.90e+01    2.35e+01      1.21e-03    4.17e-02      1.90e-01    2.35e-01    5.0e-06
 156000      1.12e+01    1.62e+01      7.87e-02    5.36e-02      1.12e-01    1.62e-01    5.0e-06
 157000      1.02e+01    9.33e+00      3.92e-02    4.06e-02      1.02e-01    9.33e-02    5.0e-06
 158000      1.52e+01    1.87e+01      3.25e-02    6.04e-02      1.52e-01    1.87e-01    5.0e-06
 159000      1.80e+01    2.18e+01      3.62e-02    2.11e-02      1.80e-01    2.18e-01    5.0e-06
 160000      1.42e+01    1.60e+01      3.22e-02    2.84e-02      1.42e-01    1.60e-01    4.2e-06
 161000      1.88e+01    1.06e+01      1.38e-02    3.78e-02      1.88e-01    1.06e-01    4.2e-06
 162000      1.55e+01    9.14e+00      3.45e-02    3.56e-02      1.55e-01    9.14e-02    4.2e-06
 163000      1.03e+01    1.96e+01      4.17e-02    2.32e-02      1.03e-01    1.96e-01    4.2e-06
 164000      2.99e+01    7.75e+00      4.22e-02    1.13e-02      2.99e-01    7.75e-02    4.2e-06
 165000      1.58e+01    4.19e+01      4.82e-03    5.02e-01      1.58e-01    4.19e-01    3.5e-06
 166000      3.35e+01    3.00e+01      4.96e-03    4.76e-03      3.35e-01    3.00e-01    3.5e-06
 167000      1.56e+01    3.82e+01      2.87e-02    6.26e-02      1.56e-01    3.82e-01    3.5e-06
 168000      3.76e+00    1.61e+01      4.76e-02    2.32e-02      3.76e-02    1.61e-01    3.5e-06
 169000      1.44e+01    1.83e+01      1.13e-02    6.50e-02      1.44e-01    1.83e-01    3.5e-06
 170000      1.61e+01    9.13e+00      2.50e-02    1.04e-01      1.61e-01    9.13e-02    3.0e-06
 171000      1.99e+01    1.81e+01      6.15e-02    3.00e-02      1.99e-01    1.81e-01    3.0e-06
 172000      1.55e+01    2.07e+01      8.58e-03    2.96e-02      1.55e-01    2.07e-01    3.0e-06
 173000      2.58e+01    8.79e+00      1.12e-01    3.81e-02      2.58e-01    8.79e-02    3.0e-06
 174000      1.02e+01    1.72e+01      7.08e-02    7.40e-03      1.02e-01    1.72e-01    3.0e-06
 175000      1.88e+01    1.45e+01      2.12e-02    1.35e-01      1.88e-01    1.45e-01    2.5e-06
 176000      1.49e+01    1.65e+01      3.29e-02    3.74e-02      1.49e-01    1.65e-01    2.5e-06
 177000      6.53e+00    1.90e+01      3.64e-02    6.38e-02      6.53e-02    1.90e-01    2.5e-06
 178000      1.24e+01    1.43e+01      1.20e-01    3.35e-02      1.23e-01    1.43e-01    2.5e-06
 179000      1.62e+01    7.08e+00      1.61e-02    3.16e-02      1.62e-01    7.08e-02    2.5e-06
 180000      1.89e+01    2.41e+01      1.21e-01    7.53e-03      1.89e-01    2.41e-01    2.1e-06
 181000      2.13e+01    1.97e+01      4.66e-02    1.05e-01      2.13e-01    1.97e-01    2.1e-06
 182000      9.82e+00    2.16e+01      4.58e-02    4.66e-02      9.82e-02    2.16e-01    2.1e-06
 183000      1.77e+01    2.69e+01      8.76e-02    1.78e-02      1.77e-01    2.69e-01    2.1e-06
 184000      9.08e+00    2.42e+01      3.80e-03    1.21e-01      9.08e-02    2.42e-01    2.1e-06
 185000      9.07e+00    1.81e+01      4.68e-02    3.35e-02      9.07e-02    1.81e-01    1.8e-06
 186000      2.72e+01    8.41e+00      4.59e-02    4.00e-02      2.72e-01    8.41e-02    1.8e-06
 187000      1.37e+01    2.34e+01      3.99e-02    5.24e-03      1.37e-01    2.34e-01    1.8e-06
 188000      1.11e+01    1.21e+01      3.55e-02    1.20e-01      1.11e-01    1.21e-01    1.8e-06
 189000      1.91e+01    1.61e+01      3.87e-02    3.91e-02      1.91e-01    1.61e-01    1.8e-06
 190000      1.89e+01    1.93e+01      3.35e-02    3.43e-03      1.89e-01    1.93e-01    1.5e-06
 191000      1.44e+01    7.39e+00      8.17e-03    3.96e-02      1.44e-01    7.39e-02    1.5e-06
 192000      9.95e+00    9.73e+00      3.77e-03    6.66e-02      9.95e-02    9.73e-02    1.5e-06
 193000      1.38e+01    1.81e+01      3.51e-02    4.90e-02      1.38e-01    1.81e-01    1.5e-06
 194000      1.18e+01    2.28e+01      3.24e-02    5.99e-02      1.18e-01    2.28e-01    1.5e-06
 195000      2.91e+01    2.14e+01      1.69e-02    1.10e-03      2.91e-01    2.14e-01    1.3e-06
 196000      2.31e+01    1.33e+01      3.03e-02    3.70e-02      2.31e-01    1.33e-01    1.3e-06
 197000      3.68e+00    1.46e+01      4.00e-02    4.01e-02      3.68e-02    1.46e-01    1.3e-06
 198000      2.32e+01    1.02e+01      1.10e-01    4.42e-02      2.32e-01    1.02e-01    1.3e-06
 199000      8.19e+00    1.84e+01      7.70e-02    3.21e-02      8.19e-02    1.84e-01    1.3e-06
 200000      1.66e+01    1.87e+01      1.15e-02    3.32e-02      1.66e-01    1.87e-01    1.1e-06
 201000      8.07e+00    1.95e+01      3.59e-02    4.60e-02      8.07e-02    1.95e-01    1.1e-06
 202000      1.77e+01    9.02e+00      9.56e-02    8.18e-02      1.77e-01    9.02e-02    1.1e-06
 203000      1.29e+01    2.43e+01      1.14e-02    2.68e-01      1.29e-01    2.43e-01    1.1e-06
 204000      4.15e+01    1.68e+01      5.08e-02    2.29e-02      4.15e-01    1.68e-01    1.1e-06
 205000      2.35e+01    2.03e+01      3.11e-02    6.81e-04      2.35e-01    2.03e-01    9.0e-07
 206000      1.61e+01    1.36e+01      3.77e-02    4.29e-02      1.61e-01    1.36e-01    9.0e-07
 207000      1.62e+01    1.90e+01      4.59e-02    7.99e-02      1.62e-01    1.90e-01    9.0e-07
 208000      2.58e+01    2.36e+01      3.56e-02    7.78e-02      2.58e-01    2.36e-01    9.0e-07
 209000      1.63e+01    4.12e+01      1.31e-02    4.97e-01      1.63e-01    4.12e-01    9.0e-07
 210000      1.43e+01    2.04e+01      2.59e-02    2.77e-03      1.43e-01    2.04e-01    7.6e-07
 211000      9.89e+00    1.77e+01      3.25e-02    8.24e-03      9.89e-02    1.77e-01    7.6e-07
 212000      1.58e+01    9.68e+00      4.53e-04    4.19e-02      1.58e-01    9.68e-02    7.6e-07
 213000      6.35e+00    1.98e+01      3.95e-02    5.12e-02      6.35e-02    1.98e-01    7.6e-07
 214000      1.01e+01    2.03e+01      4.20e-02    6.42e-02      1.01e-01    2.03e-01    7.6e-07
 215000      6.18e+00    2.46e+01      3.60e-02    4.78e-02      6.18e-02    2.46e-01    6.4e-07
 216000      1.79e+01    1.57e+01      6.03e-02    7.56e-03      1.79e-01    1.57e-01    6.4e-07
 217000      1.34e+01    1.58e+01      2.98e-02    3.52e-02      1.34e-01    1.58e-01    6.4e-07
 218000      1.58e+01    5.37e+00      2.58e-02    3.85e-02      1.58e-01    5.37e-02    6.4e-07
 219000      1.79e+01    1.43e+01      2.36e-02    3.97e-02      1.79e-01    1.43e-01    6.4e-07
 220000      3.27e+01    1.45e+01      4.85e-02    9.92e-03      3.27e-01    1.45e-01    5.4e-07
 221000      1.83e+01    2.60e+01      2.19e-03    2.57e-02      1.83e-01    2.60e-01    5.4e-07
 222000      2.16e+01    1.42e+01      1.60e-02    8.74e-02      2.16e-01    1.42e-01    5.4e-07
 223000      2.18e+01    1.74e+01      4.04e-02    2.84e-02      2.18e-01    1.74e-01    5.4e-07
 224000      1.83e+01    6.46e+00      3.77e-02    3.40e-02      1.83e-01    6.46e-02    5.4e-07
 225000      5.51e+00    1.15e+01      3.67e-02    5.11e-03      5.51e-02    1.15e-01    4.6e-07
 226000      3.32e+01    1.84e+01      9.22e-02    4.02e-03      3.32e-01    1.84e-01    4.6e-07
 227000      2.07e+01    1.61e+01      3.46e-03    1.65e-02      2.07e-01    1.61e-01    4.6e-07
 228000      1.16e+01    3.35e+00      2.10e-03    4.39e-01      1.16e-01    3.32e-02    4.6e-07
 229000      1.92e+01    2.08e+01      1.43e-02    6.79e-02      1.92e-01    2.08e-01    4.6e-07
 230000      3.97e+00    1.59e+01      4.33e-02    5.49e-03      3.97e-02    1.59e-01    3.8e-07
 231000      1.72e+01    3.80e+00      1.15e-02    4.03e-02      1.72e-01    3.80e-02    3.8e-07
 232000      1.99e+01    2.01e+01      1.43e-03    6.80e-02      1.99e-01    2.01e-01    3.8e-07
 233000      1.61e+01    1.43e+01      1.39e-02    2.54e-02      1.61e-01    1.43e-01    3.8e-07
 234000      1.46e+01    1.45e+01      3.37e-02    1.88e-02      1.46e-01    1.45e-01    3.8e-07
 235000      2.30e+01    2.10e+01      1.01e-01    6.18e-02      2.30e-01    2.10e-01    3.2e-07
 236000      1.37e+01    2.34e+01      1.47e-02    1.12e-01      1.37e-01    2.34e-01    3.2e-07
 237000      1.15e+01    1.62e+01      1.53e-01    3.73e-02      1.15e-01    1.62e-01    3.2e-07
 238000      2.17e+01    4.36e+00      4.49e-02    4.15e-02      2.17e-01    4.36e-02    3.2e-07
 239000      5.85e+00    2.24e+01      3.79e-02    1.07e-02      5.85e-02    2.24e-01    3.2e-07
 240000      1.37e+01    1.91e+01      1.67e-02    1.41e-03      1.37e-01    1.91e-01    2.7e-07
 241000      2.02e+01    2.17e+01      1.22e-01    3.26e-02      2.02e-01    2.17e-01    2.7e-07
 242000      4.74e+01    1.62e+01      1.79e-02    5.34e-02      4.74e-01    1.62e-01    2.7e-07
 243000      1.93e+01    1.60e+01      3.45e-02    1.63e-02      1.93e-01    1.60e-01    2.7e-07
 244000      1.77e+01    8.41e+00      5.01e-02    3.76e-02      1.77e-01    8.41e-02    2.7e-07
 245000      2.77e+01    1.65e+01      1.22e-02    1.18e-03      2.77e-01    1.65e-01    2.3e-07
 246000      1.80e+01    2.02e+01      8.57e-03    3.36e-02      1.80e-01    2.02e-01    2.3e-07
 247000      2.68e+01    1.72e+01      6.63e-03    3.58e-02      2.68e-01    1.72e-01    2.3e-07
 248000      2.56e+01    2.01e+01      1.82e-02    1.78e-02      2.56e-01    2.01e-01    2.3e-07
 249000      2.55e+01    1.34e+01      8.01e-03    9.42e-03      2.55e-01    1.34e-01    2.3e-07
 250000      2.55e+01    1.97e+01      6.64e-02    8.94e-03      2.55e-01    1.97e-01    1.9e-07
 251000      4.10e+01    1.04e+01      5.06e-02    6.28e-02      4.10e-01    1.04e-01    1.9e-07
 252000      1.59e+01    1.67e+01      2.79e-02    4.08e-02      1.59e-01    1.67e-01    1.9e-07
 253000      2.02e+01    1.58e+01      1.36e-02    1.05e-02      2.02e-01    1.58e-01    1.9e-07
 254000      9.14e+00    2.93e+01      3.60e-02    1.29e-02      9.14e-02    2.93e-01    1.9e-07
 255000      1.41e+01    1.51e+01      3.32e-02    4.62e-03      1.41e-01    1.51e-01    1.6e-07
 256000      2.23e+01    1.87e+01      8.23e-02    3.11e-01      2.23e-01    1.87e-01    1.6e-07
 257000      6.69e+00    1.13e+01      4.42e-02    4.17e-02      6.69e-02    1.13e-01    1.6e-07
 258000      1.46e+01    8.43e+00      1.04e-02    3.68e-02      1.46e-01    8.43e-02    1.6e-07
 259000      1.88e+01    9.45e+00      4.45e-02    4.06e-02      1.88e-01    9.45e-02    1.6e-07
 260000      1.24e+01    2.28e+01      3.47e-02    1.17e-02      1.24e-01    2.28e-01    1.4e-07
 261000      1.87e+01    2.82e+01      2.21e-02    9.35e-04      1.87e-01    2.82e-01    1.4e-07
