ITEM: ATOMS id,type,x,y,z,v_normCoSi,v_normACoSi,v_normCo2Si,v_normCoSi2,v_Co,v_Si,v_SiO2
246.0,2.0,5.879500408,7.241710408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
406.0,2.0,10.253230408,2.867970408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
926.0,2.0,19.000680408,15.989180408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
846.0,2.0,19.000680408,7.241710408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
726.0,2.0,14.626970408,15.989180408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
6.0,2.0,1.505760408,2.867970408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
286.0,2.0,5.879500408,11.615450408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
166.0,2.0,1.505760408,20.362880408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
806.0,2.0,19.000680408,2.867970408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
366.0,2.0,5.879500408,20.362880408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
526.0,2.0,10.253230408,15.989180408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
326.0,2.0,5.879500408,15.989180408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
886.0,2.0,19.000680408,11.615450408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
686.0,2.0,14.626970408,11.615450408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
966.0,2.0,19.000680408,20.362880408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
566.0,2.0,10.253230408,20.362880408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
446.0,2.0,10.253230408,7.241710408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
86.0,2.0,1.505760408,11.615450408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
206.0,2.0,5.879500408,2.867970408,0.043810000000000016,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
727.0,2.0,15.989180408,13.802310408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
167.0,2.0,2.867970408,18.176050408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
887.0,2.0,20.362880408,9.428578408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
767.0,2.0,15.989180408,18.176050408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
127.0,2.0,2.867970408,13.802310408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
87.0,2.0,2.867970408,9.428578408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
927.0,2.0,20.362880408,13.802310408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
807.0,2.0,20.362880408,0.681110408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
207.0,2.0,7.241710408,0.681110408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
487.0,2.0,11.615450408,9.428578408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
567.0,2.0,11.615450408,18.176050408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
447.0,2.0,11.615450408,5.054840408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
287.0,2.0,7.241710408,9.428578408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
527.0,2.0,11.615450408,13.802310408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
607.0,2.0,15.989180408,0.681110408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
967.0,2.0,20.362880408,18.176050408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
687.0,2.0,15.989180408,9.428578408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
367.0,2.0,7.241710408,18.176050408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
847.0,2.0,20.362880408,5.054840408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
327.0,2.0,7.241710408,13.802310408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
7.0,2.0,2.867970408,0.681110408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
647.0,2.0,15.989180408,5.054840408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
247.0,2.0,7.241710408,5.054840408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
407.0,2.0,11.615450408,0.681110408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
47.0,2.0,2.867970408,5.054840408,0.86846,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
361.0,1.0,8.110166408,20.319080408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
681.0,1.0,16.857640408,11.571640408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
401.0,1.0,12.483900408,2.824170408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
121.0,1.0,3.736430408,15.945380408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
841.0,1.0,21.231380408,7.197910408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
481.0,1.0,12.483900408,11.571640408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
441.0,1.0,12.483900408,7.197910408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
321.0,1.0,8.110166408,15.945380408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
801.0,1.0,21.231380408,2.824170408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
561.0,1.0,12.483900408,20.319080408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
161.0,1.0,3.736430408,20.319080408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
601.0,1.0,16.857640408,2.824170408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
281.0,1.0,8.110166408,11.571640408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
761.0,1.0,16.857640408,20.319080408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
641.0,1.0,16.857640408,7.197910408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
721.0,1.0,16.857640408,15.945380408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
201.0,1.0,8.110166408,2.824170408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
241.0,1.0,8.110166408,7.197910408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
521.0,1.0,12.483900408,15.945380408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
881.0,1.0,21.231380408,11.571640408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
1.0,1.0,3.736430408,2.824170408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
81.0,1.0,3.736430408,11.571640408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
921.0,1.0,21.231380408,15.945380408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
41.0,1.0,3.736430408,7.197910408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
961.0,1.0,21.231380408,20.319080408,0.9122600000000001,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
883.0,1.0,19.044480408,12.483900408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
963.0,1.0,19.044480408,21.231380408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
323.0,1.0,5.923300408,16.857640408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
43.0,1.0,1.549560408,8.110166408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
123.0,1.0,1.549560408,16.857640408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
163.0,1.0,1.549560408,21.231380408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
683.0,1.0,14.670770408,12.483900408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
523.0,1.0,10.297030408,16.857640408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
643.0,1.0,14.670770408,8.110166408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
803.0,1.0,19.044480408,3.736430408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
363.0,1.0,5.923300408,21.231380408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
483.0,1.0,10.297030408,12.483900408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
563.0,1.0,10.297030408,21.231380408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
83.0,1.0,1.549560408,12.483900408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
763.0,1.0,14.670770408,21.231380408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
203.0,1.0,5.923300408,3.736430408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
923.0,1.0,19.044480408,16.857640408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
723.0,1.0,14.670770408,16.857640408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
3.0,1.0,1.549560408,3.736430408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
843.0,1.0,19.044480408,8.110166408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
403.0,1.0,10.297030408,3.736430408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
283.0,1.0,5.923300408,12.483900408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
243.0,1.0,5.923300408,8.110166408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
443.0,1.0,10.297030408,8.110166408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
603.0,1.0,14.670770408,3.736430408,2.18687,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
325.0,2.0,5.054840408,14.626970408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
165.0,2.0,0.681110408,19.000680408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
965.0,2.0,18.176050408,19.000680408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
45.0,2.0,0.681110408,5.879500408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
525.0,2.0,9.428578408,14.626970408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
285.0,2.0,5.054840408,10.253230408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
725.0,2.0,13.802310408,14.626970408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
925.0,2.0,18.176050408,14.626970408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
565.0,2.0,9.428578408,19.000680408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
885.0,2.0,18.176050408,10.253230408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
805.0,2.0,18.176050408,1.505760408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
765.0,2.0,13.802310408,19.000680408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
605.0,2.0,13.802310408,1.505760408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
205.0,2.0,5.054840408,1.505760408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
845.0,2.0,18.176050408,5.879500408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
245.0,2.0,5.054840408,5.879500408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
125.0,2.0,0.681110408,14.626970408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
445.0,2.0,9.428578408,5.879500408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
485.0,2.0,9.428578408,10.253230408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
365.0,2.0,5.054840408,19.000680408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
85.0,2.0,0.681110408,10.253230408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
405.0,2.0,9.428578408,1.505760408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
685.0,2.0,13.802310408,10.253230408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
645.0,2.0,13.802310408,5.879500408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
5.0,2.0,0.681110408,1.505760408,2.23067,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
488.0,2.0,12.440100408,12.440100408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
968.0,2.0,21.187580408,21.187580408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
168.0,2.0,3.692630408,21.187580408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
728.0,2.0,16.813840408,16.813840408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
328.0,2.0,8.066364408,16.813840408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
448.0,2.0,12.440100408,8.066364408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
288.0,2.0,8.066364408,12.440100408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
208.0,2.0,8.066364408,3.692630408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
8.0,2.0,3.692630408,3.692630408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
248.0,2.0,8.066364408,8.066364408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
88.0,2.0,3.692630408,12.440100408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
568.0,2.0,12.440100408,21.187580408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
608.0,2.0,16.813840408,3.692630408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
48.0,2.0,3.692630408,8.066364408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
808.0,2.0,21.187580408,3.692630408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
688.0,2.0,16.813840408,12.440100408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
368.0,2.0,8.066364408,21.187580408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
848.0,2.0,21.187580408,8.066364408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
928.0,2.0,21.187580408,16.813840408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
648.0,2.0,16.813840408,8.066364408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
128.0,2.0,3.692630408,16.813840408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
528.0,2.0,12.440100408,16.813840408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
408.0,2.0,12.440100408,3.692630408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
768.0,2.0,16.813840408,21.187580408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
888.0,2.0,21.187580408,12.440100408,3.0553299999999997,0.0032680000000000348,1.3294620000000001,1.09521,1.527002,3.414182,2.237978,3.366088
922.0,1.0,20.319080408,14.670770408,3.0991299999999997,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
722.0,1.0,15.945380408,14.670770408,3.0991299999999997,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
242.0,1.0,7.197910408,5.923300408,3.0991299999999997,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
202.0,1.0,7.197910408,1.549560408,3.0991299999999997,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
282.0,1.0,7.197910408,10.297030408,3.0991299999999997,0.0017495999999999762,1.4361724,1.0836055999999998,2.2089496,2.7886683999999997,3.4224544000000003,3.4224544000000003
