#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 258000      5.98e+00    1.96e+01      4.72e-03    1.77e-02      5.98e-02    1.96e-01    1.6e-07
 259000      1.44e+01    2.94e+01      1.03e-02    1.01e-02      1.44e-01    2.94e-01    1.6e-07
 260000      6.66e+00    7.06e+00      1.41e-02    4.26e-02      6.66e-02    7.06e-02    1.4e-07
 261000      8.51e+00    1.20e+01      7.57e-03    9.47e-03      8.51e-02    1.20e-01    1.4e-07
 262000      1.10e+01    1.21e+01      3.96e-02    2.08e-03      1.10e-01    1.21e-01    1.4e-07
 263000      1.73e+01    3.29e+01      1.69e-02    1.57e-02      1.73e-01    3.29e-01    1.4e-07
 264000      7.89e+00    1.50e+01      1.33e-02    8.08e-03      7.89e-02    1.50e-01    1.4e-07
 265000      1.46e+01    1.22e+01      9.09e-03    1.31e-03      1.46e-01    1.22e-01    1.2e-07
 266000      3.80e+01    1.48e+01      4.51e-02    8.10e-03      3.80e-01    1.48e-01    1.2e-07
 267000      6.20e+00    2.72e+01      1.41e-02    2.95e-03      6.20e-02    2.72e-01    1.2e-07
 268000      1.38e+01    1.73e+01      1.54e-02    3.51e-03      1.38e-01    1.73e-01    1.2e-07
 269000      2.56e+01    1.28e+01      2.49e-03    4.71e-03      2.56e-01    1.28e-01    1.2e-07
 270000      1.55e+01    1.13e+01      1.01e-02    9.97e-03      1.55e-01    1.13e-01    9.8e-08
 271000      2.00e+01    2.37e+01      1.71e-02    2.49e-02      2.00e-01    2.37e-01    9.8e-08
 272000      2.55e+01    5.98e+00      1.04e-02    1.18e-03      2.55e-01    5.98e-02    9.8e-08
 273000      3.27e+01    1.48e+01      1.64e-02    1.36e-03      3.27e-01    1.48e-01    9.8e-08
 274000      1.33e+01    2.91e+01      7.36e-03    2.40e-02      1.33e-01    2.91e-01    9.8e-08
 275000      3.39e+01    3.43e+01      3.48e-02    1.43e-02      3.39e-01    3.43e-01    8.3e-08
 276000      1.94e+01    1.03e+01      2.95e-03    8.32e-03      1.94e-01    1.03e-01    8.3e-08
 277000      2.01e+01    1.24e+01      5.16e-03    4.75e-03      2.01e-01    1.24e-01    8.3e-08
 278000      2.07e+01    2.19e+01      9.96e-03    2.15e-02      2.07e-01    2.19e-01    8.3e-08
 279000      9.36e+00    1.87e+01      8.67e-03    4.56e-03      9.36e-02    1.87e-01    8.3e-08
 280000      7.15e+00    3.37e+01      8.24e-03    1.62e-02      7.15e-02    3.37e-01    7.0e-08
 281000      2.46e+01    2.17e+01      3.47e-02    8.18e-03      2.46e-01    2.17e-01    7.0e-08
 282000      2.55e+01    6.80e+00      2.69e-02    1.26e-02      2.55e-01    6.80e-02    7.0e-08
 283000      1.06e+01    1.20e+01      8.86e-03    8.20e-03      1.06e-01    1.20e-01    7.0e-08
 284000      1.60e+01    3.61e+01      7.95e-03    2.63e-02      1.60e-01    3.61e-01    7.0e-08
 285000      1.48e+01    1.47e+01      6.69e-03    1.39e-02      1.48e-01    1.47e-01    5.9e-08
 286000      3.24e+01    1.25e+01      1.88e-02    3.76e-02      3.24e-01    1.25e-01    5.9e-08
 287000      1.56e+01    5.87e+00      3.79e-02    1.42e-02      1.56e-01    5.87e-02    5.9e-08
 288000      1.40e+01    1.56e+01      1.00e-02    1.03e-02      1.40e-01    1.56e-01    5.9e-08
 289000      1.11e+01    1.02e+01      3.98e-03    3.23e-02      1.11e-01    1.02e-01    5.9e-08
 290000      1.40e+01    9.63e+00      3.02e-02    5.70e-03      1.40e-01    9.63e-02    4.9e-08
 291000      9.68e+00    2.26e+01      4.74e-03    1.53e-02      9.68e-02    2.26e-01    4.9e-08
 292000      9.24e+00    1.95e+01      5.67e-03    1.99e-03      9.24e-02    1.95e-01    4.9e-08
 293000      1.69e+01    1.60e+01      1.59e-02    1.92e-02      1.69e-01    1.60e-01    4.9e-08
 294000      2.78e+01    1.47e+01      3.57e-02    6.62e-03      2.78e-01    1.47e-01    4.9e-08
 295000      1.06e+01    8.23e+00      3.19e-03    1.89e-03      1.06e-01    8.23e-02    4.2e-08
 296000      5.85e+00    1.87e+01      1.62e-02    6.25e-03      5.85e-02    1.87e-01    4.2e-08
 297000      2.06e+01    3.28e+01      6.91e-03    7.38e-03      2.06e-01    3.28e-01    4.2e-08
 298000      1.86e+01    2.09e+01      3.08e-03    2.14e-02      1.86e-01    2.09e-01    4.2e-08
 299000      8.69e+00    1.07e+01      4.11e-02    5.50e-03      8.69e-02    1.07e-01    4.2e-08
 300000      1.47e+01    5.32e+01      9.01e-03    7.91e-02      1.47e-01    5.32e-01    3.5e-08
