# Time-averaged data for fix AVE_zz
# TimeStep c_stress_Au1[3] c_stress_Au2[3] c_stress_Au3[3] c_stress_Au4[3] c_stress_Au5[3] c_stress_Au6[3] c_stress_Au7[3] c_stress_Au8[3] c_stress_Au9[3] c_stress_Au10[3] c_stress_Au11[3] c_stress_Au12[3] c_stress_Au13[3] c_stress_Au14[3] c_stress_Au15[3] c_stress_Au16[3] c_stress_Au17[3] c_stress_Au18[3] c_stress_Au19[3] c_stress_Au20[3] c_stress_Au21[3] c_stress_Au22[3] c_stress_Au23[3] c_stress_Au24[3] c_stress_Au25[3] c_stress_Au26[3] c_stress_Au27[3] c_stress_Au28[3] c_stress_Au29[3] c_stress_Au30[3] c_stress_Au31[3] c_stress_Au32[3] c_stress_Au33[3] c_stress_Au34[3] c_stress_Au35[3] c_stress_Au36[3] c_stress_Au37[3] c_stress_Au38[3] c_stress_Au39[3] c_stress_Au40[3] c_stress_Au41[3] c_stress_Au42[3] c_stress_Au43[3] c_stress_Au44[3] c_stress_Au45[3] c_stress_Au46[3] c_stress_Au47[3] c_stress_Au48[3] c_stress_Au49[3] c_stress_Au50[3] c_stress_Au51[3]
1042000 -2684.15 893.466 865.117 4265.38 5228.16 2893.71 2616.94 5380.43 5148.19 5590.51 6876.42 8176.41 9618.8 9790.02 11185.1 10893.5 10442.3 8846.13 8098.3 9803.51 7848.93 3477.88 -17.4004 -1290.86 -2122.43 -2428.12 -1146.07 1216.36 -184.133 -4833.48 -8713.11 -12133 -13074.1 -12579.1 -10689.7 -10014.8 -12669.8 -13143 -7170.95 -3963.19 -4651.92 -4880.62 -4002.38 -5870.34 -8316.62 -8917.62 -4198.28 -1307.11 2004.84 3053.36 6762.17
1044000 2085.34 1213.19 -1003.95 7.90895 913.77 1770.22 2238.1 2717.79 2531.03 2844.87 2202.62 -895.92 -4440.05 -4432.85 -6149.72 -7150.09 -7232.97 -6227.98 -4743.98 -5532.97 -8876.51 -7770.29 -8404.19 -8954.42 -8414.73 -7722.9 -6087.38 -7140.05 -8569.3 -4716.8 -151.711 5356.5 7871.44 3207.24 2320.35 6174.17 7113.84 7378.1 7777.77 6063.62 6138.59 6623.93 4654.13 5538.93 7082.95 8468.99 6266.38 4471.12 1193.27 1100.22 2285.33
1046000 -4381.42 -3418.18 -1768.45 -4149.44 -6766.27 -5511.19 -6504.95 -8962.45 -7740.19 -7313.93 -10501.5 -9656.76 -6729.71 -2237.28 -1645.85 -4719.92 -5745.52 -5247.09 -4548.43 -1207.78 214.42 3488.27 9501.99 10596.4 10250.1 10854.9 9165.61 6707.54 7882.95 8921.59 8679.22 7691.35 8494.73 8637.05 6980.5 5257.34 4643.89 4722 -964.18 -3614.07 -3145.34 -2561.94 -1324.63 -44.525 504.922 -1488.67 -5574.5 -5357.75 -3477.32 -5147.24 -4848.47
1048000 4791.93 1579.97 3183.43 3940.4 4767.31 4374.98 2545.81 5091.9 4478.06 4382.7 6830.33 10294.3 9093.86 8328.69 8003.58 11731.5 11654.1 8823.87 7421.32 8155.86 8177.89 3141.22 -748.719 -2860.59 -2452.77 -1286.52 959.021 270.684 -654.361 -4118.7 -9289.35 -12438.1 -12963.9 -12173.6 -8542.59 -9054.31 -11540.6 -12340.6 -7077.9 -2200.66 -1232.86 -2547.22 -3019.73 -4576.27 -9958.56 -8215.58 -1382.13 3182.37 2731.28 2557.35 -1888.06
1050000 -614.153 2588.81 2375.37 1766.93 -145.551 1369.96 3656.18 3754.38 3704.17 6027.19 4321.86 -659.465 -4085.25 -7292.2 -8362.48 -5878.61 -5226.36 -2747.87 -3035.98 -7704.39 -9298.2 -7895.13 -8230.17 -8355.36 -8225.86 -9799.22 -12023.9 -10601.4 -8239.64 -2757.32 2542.35 4057.69 3560.48 2990.05 1229.66 2672.01 7250.91 7328.75 7666.65 6296.63 5323.79 5533.1 5113.41 5969.24 8784.25 8118.97 6840.37 4278.66 3414.3 3346.86 3237.92
1052000 -2283.5 -4745.36 -6248.72 -7380.12 -5234.3 -4790.29 -7965.99 -7744.05 -9317.47 -10129.8 -11804.6 -9902 -6023.23 891.725 -1226.61 -4065.68 -6223.84 -6949.46 -4614.41 446.643 3343.67 4149.77 7922.21 10974.5 10993.9 12211.6 11423.6 11173.4 8319.62 6674.61 6358.97 7342.89 7210.02 8161.13 7749.27 6896.7 4983.88 709.504 -1272.57 -3165.33 -3867.23 -4210.5 -2011.15 -369.194 769.962 -1123.48 -5256.59 -7676.03 -4487.14 -1008.8 -1777.44
1054000 -5314.15 1403.04 2095.79 3109.81 4445.82 4359.64 3845.2 4868.41 4619.04 5292.81 7352.67 10552.8 9531.55 9130.5 9932.85 10777.2 11075.4 10464.6 8212.05 7854.77 4994.08 2117.53 -32.3429 -1189.95 -2003.26 -561.708 346.623 567.119 -4180.2 -6944.52 -9058.03 -10010.1 -8658.36 -9334.26 -11712.2 -11518.4 -9415.05 -9472.89 -6311.11 -2354.33 -2990.07 -1860.21 -2905.62 -6791.6 -7955.94 -6474.58 -2013.51 1838.95 299.194 -1857.25 4478.31
1056000 3935.11 3263.31 3883.15 2420.67 -227.532 -1757.11 678.893 2749.4 3459.7 4948.32 4086.38 -2883.68 -8295.47 -9913.51 -9758.23 -5629.64 -3844.81 -5837.8 -7112.72 -8367.14 -8253.83 -7055.23 -5822.65 -7608.79 -8941.65 -10692.7 -12566.4 -12069.1 -5168.45 1677.75 3640.53 2821.11 2052.82 2862.87 3759.87 3678.72 5656.16 7327.31 7191.64 5871.68 5693.6 6841.63 6584.5 7438.11 7831.3 7137.13 5787.63 4281.16 4632.41 3417.15 -1297.04
1058000 -925.416 -5466.03 -4753.98 -4067.8 -3132.72 -760.1 -3925.63 -6771.34 -6729.25 -10648.8 -11655.3 -8480.86 -765.784 339.313 -922.533 -3480.21 -5495.49 -5177.7 -3466.31 201.119 2834.4 2422.91 5162.31 6584.13 9933.73 11297.6 11172.2 12808.5 9352.51 4723.91 2141.4 5608.19 6069.52 7474.86 8576.7 6604.6 2965.68 -311.178 -982.261 -1693.53 -2138.64 -1925.33 -2019.73 -460.521 -2198.64 -4046.19 -5388.51 -5073.38 -3343.29 -636.577 -2413.29
1060000 1053.2 2427.27 2034.54 1692.85 3478.58 2950.85 5489.52 6690.68 5607.58 6946.62 8828.98 8112.67 10569 8670.86 9022.9 11104.3 12747.9 11801.1 12028.3 6296.94 3778.09 3548.82 2476.21 -86.4179 -2131.14 1165.55 101.801 -4096.28 -7626.88 -8233.73 -9208.7 -8187.28 -9309.36 -10220.3 -13780.5 -13836.8 -8000.75 -6256.52 -6102.9 -5185.15 -5206.08 -6374.23 -5151.78 -5981.71 -4853.62 -2262.24 -1605.31 -859.013 -1681.22 -2995.2 783.205
