# Time-averaged data for fix AVE_xx
# TimeStep c_stress_Au1[1] c_stress_Au2[1] c_stress_Au3[1] c_stress_Au4[1] c_stress_Au5[1] c_stress_Au6[1] c_stress_Au7[1] c_stress_Au8[1] c_stress_Au9[1] c_stress_Au10[1] c_stress_Au11[1] c_stress_Au12[1] c_stress_Au13[1] c_stress_Au14[1] c_stress_Au15[1] c_stress_Au16[1] c_stress_Au17[1] c_stress_Au18[1] c_stress_Au19[1] c_stress_Au20[1] c_stress_Au21[1] c_stress_Au22[1] c_stress_Au23[1] c_stress_Au24[1] c_stress_Au25[1] c_stress_Au26[1] c_stress_Au27[1] c_stress_Au28[1] c_stress_Au29[1] c_stress_Au30[1] c_stress_Au31[1] c_stress_Au32[1] c_stress_Au33[1] c_stress_Au34[1] c_stress_Au35[1] c_stress_Au36[1] c_stress_Au37[1] c_stress_Au38[1] c_stress_Au39[1] c_stress_Au40[1] c_stress_Au41[1] c_stress_Au42[1] c_stress_Au43[1] c_stress_Au44[1] c_stress_Au45[1] c_stress_Au46[1] c_stress_Au47[1] c_stress_Au48[1] c_stress_Au49[1] c_stress_Au50[1] c_stress_Au51[1]
1042000 1950.12 1458.97 2769.75 5370.93 5438.94 594.733 2512.56 -1926.9 6852.02 8215.84 3677.14 6918.04 8895.17 7929.36 6842.63 9724.55 7425.96 7131.41 5062.14 4631.68 9993.17 3860.42 1685.2 -3842.2 -6531.21 -3949.9 65.6409 -1635.28 -4594.22 -7690.76 -7566.7 -10978.7 -12462.8 -8634.76 -7154.71 -6403.09 -6940.31 -6154.5 -2657.22 -1605.16 -2045.94 -2137.44 -2389.35 -3178.12 -7912.85 -2437.3 -771.998 -319.463 2534.44 -1522.63 -212.285
1044000 -1216.43 -1147.56 -4021.06 -2006.62 2557.17 -1425.31 1242.08 2435.03 5363.39 3311.28 3876.35 -2373.75 -5005.97 194.435 -658.876 -1265.77 -1531.86 -3508.27 -3140.06 -6335.21 -4439.33 -8949.85 -6456.33 -5284.4 -7098.96 -3613.47 -3503 -8703.19 -5873.24 -6999.64 -864.04 4961.29 3990.42 4461.32 5823.37 -76.2396 2285.98 5925.12 7194.64 2386.91 6192.73 7549.03 6138.16 3393.35 7755.49 2374.73 4464.95 3723.86 1604.46 1594.95 2860.17
1046000 197.301 -5343.61 -4821.73 -4401.83 -1122.62 -851.651 -984.798 -3373.38 -6181.56 -316.619 -1238.24 -6772.95 -4901.6 -1019.7 -730.281 -2299.08 -6020.51 -5023.72 -3643.15 -4896.04 1161.35 -905.995 3678.2 5820.26 5926.11 4354.07 7741.32 4993.16 6491.52 7577.4 5407.72 6655.68 8474.81 9929.77 11160.5 2648.9 5557.71 3543.26 1266.14 -3930.96 -2158.98 -56.9731 -706.202 -3908.49 1493.87 -5297.8 -6046.43 -7530.53 -3944.05 -7251.81 -7756.65
1048000 10746.9 1374.32 -907.961 -47.0903 307.995 714.335 1229.2 2844.51 7202.13 7092.37 7837.07 10847.2 7026.53 2744.19 6593.33 5705.48 5900.07 3787.49 3192.18 3274.18 4465.45 3063.95 153.536 -3616.2 -2495.9 -1915.76 -2916.45 412.476 -3131.86 -1419.63 -6633.15 -6840.95 -5749.55 -4782.62 -3770.87 -5773.79 -6123.85 -6205.06 -5658.13 -2485.19 -1793.57 -2716.82 -7495.01 -4364.49 -4869.79 -5588.32 1315.25 2030.13 3953.8 514.616 -8595.87
1050000 4985.85 -595.016 -527.855 -3319.34 -2252.58 3196.8 6986.11 940.102 3195.68 5586.89 2430.43 1509.72 -2549.12 -3825.03 -4903.73 -3344.81 -6601.67 -3780.69 -1541.15 -4375.44 -5503.73 -6084.36 -6041.32 -6316.91 -3822.65 -9128.34 -10373.2 -8165.88 -3968.76 2494.89 4344.22 4305.25 3414.92 -813.997 2273.41 -1915.4 2722.23 5681.15 1285.63 6889.26 4264.66 5395.57 2874.05 6495.57 7969.72 5893.56 5390.25 3388.23 1026.49 -316.828 1372.01
1052000 -1691.27 -1606.4 -2568.83 -7267.09 -5091.43 -4052.08 -3463.84 -6410.28 -3676.91 -7391.38 -5483.37 -6098.6 -2634.15 -1144.89 1691.87 -4843.9 -3725.91 -2520.26 -1897.45 -1248.95 -2189.08 973.332 3135.46 4862.74 8570.26 8428.21 7119.87 1380.11 8745.72 5470.92 5095.26 -259.746 5657.99 2678.37 6435.24 3849.79 3308.89 1939.02 -2211.02 -2091.25 -3114.2 -3271.29 -2809.51 1928.14 1518.95 1437 -3585.17 -6812.3 -543.833 -612.168 -542.547
1054000 -6200.25 -1828.79 884.607 -145.627 118.047 -228.226 1627.19 5131.69 5816.77 2153.4 8762.76 7766.27 6019.8 2926.75 2954.18 4988.16 6279.33 8194.26 7035.77 4122.94 2890.96 1849.89 2622.55 -1284.08 -1109.87 1661.19 3568.75 -446.693 1403.44 -6995.59 -6053.63 -5827.45 -4148.85 -7270.88 -5135.42 -6344.37 -8341.15 -5076.47 -5225.93 -7534.06 -3007.83 -1203.49 -3476.65 -308.484 -2936.81 -100.291 -568.691 3264.52 3445.53 2885.39 3493.24
1056000 -387.134 3438.81 1898.33 1554.53 806.898 -2393.97 1559.4 -103.091 2175.46 3871.99 6011.41 1491.39 -3341.39 -2765.47 -6278.83 -6026.11 -2943.13 -2108.19 -2348.59 -5977.24 -12097.7 -6751.98 -7115.93 -4778.99 -10661.1 -6251.08 -3745.72 -6728.92 -1490.14 1624.42 709.205 -963.144 2309.81 3707.55 1410.78 4340.84 2267.68 4711.92 4955.64 2033.13 4011.05 1448.69 3430.05 6353.98 3183.78 4162.14 1677.4 849.634 5019.88 4951.73 5092.86
1058000 -1075.19 -1445.21 2340.36 -1021.08 -832.053 -2959.51 -2334.77 -4655.46 -5259.44 -5291.23 -10170.7 -2155.44 -1465.66 1758.75 -1283.54 -2320.17 -2333.2 -4509.45 -854.497 416.529 -1546.02 4373.04 3157.3 4395.34 6450.11 5276.61 11301.7 5336.89 5919.63 1511.27 1381.69 2611.14 4657.74 1576.7 6619.99 4867.91 3644.23 2161.55 -2165.73 -8015.74 -2139.82 -1588.8 -583.103 -3606.43 -3222.59 -3726.93 -3126.08 -5794.63 -921.533 1126.8 2822.23
1060000 12855.6 5415.19 -754.795 1726.63 -1231.26 -3076.24 2342.97 754.077 3507.22 4688.36 7060 8020.72 7014.61 8356.11 8596.83 8195.78 5318.06 6562.95 7819.6 5608.59 3614.5 3179.3 6802.92 645.755 650.568 913.792 -630.202 -2730.19 -6823.77 -5805.14 -6485.69 -7042.56 -5960.67 -7889.23 -7268.32 -6692.76 -5499.78 -3659.65 -8050.76 -6492.91 -8663.43 -5026.96 -5944.48 -2679.55 -2784.4 -922.35 965.711 560.436 2794.57 2261.84 -2313.87
