#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 249000      2.09e+01    2.54e+01      1.04e-02    7.81e-02      2.09e-01    2.54e-01    2.3e-07
 250000      2.42e+01    1.32e+01      7.80e-02    3.52e-02      2.42e-01    1.32e-01    1.9e-07
 251000      1.02e+01    5.14e+00      6.16e-02    3.52e-02      1.02e-01    5.14e-02    1.9e-07
 252000      2.56e+01    2.39e+01      4.98e-02    1.39e-02      2.56e-01    2.39e-01    1.9e-07
 253000      3.26e+01    2.69e+01      2.90e-02    2.09e-02      3.26e-01    2.69e-01    1.9e-07
 254000      2.83e+01    1.43e+01      1.16e-02    7.67e-03      2.83e-01    1.43e-01    1.9e-07
 255000      1.35e+01    2.71e+01      1.90e-02    2.05e-03      1.35e-01    2.71e-01    1.6e-07
 256000      1.05e+01    5.77e+00      2.14e-02    4.24e-02      1.05e-01    5.77e-02    1.6e-07
 257000      1.18e+01    1.48e+01      2.96e-02    2.83e-02      1.18e-01    1.48e-01    1.6e-07
 258000      2.97e+01    3.20e+01      4.22e-02    4.59e-02      2.97e-01    3.20e-01    1.6e-07
 259000      1.34e+01    3.16e+01      6.17e-02    5.54e-02      1.34e-01    3.16e-01    1.6e-07
 260000      2.43e+01    1.55e+01      4.41e-02    1.65e-02      2.43e-01    1.55e-01    1.4e-07
 261000      5.66e+00    1.16e+01      3.75e-02    2.22e-02      5.66e-02    1.16e-01    1.4e-07
 262000      1.44e+01    1.68e+01      1.17e-01    1.78e-02      1.44e-01    1.68e-01    1.4e-07
 263000      1.18e+01    7.06e+00      3.46e-02    1.28e-02      1.18e-01    7.06e-02    1.4e-07
 264000      1.97e+01    1.70e+01      8.33e-03    1.96e-02      1.97e-01    1.70e-01    1.4e-07
 265000      2.49e+01    8.53e+00      3.18e-02    3.56e-02      2.49e-01    8.53e-02    1.2e-07
 266000      1.31e+01    1.14e+01      1.34e-02    3.31e-02      1.31e-01    1.14e-01    1.2e-07
 267000      1.47e+01    1.66e+01      2.02e-02    4.69e-02      1.47e-01    1.66e-01    1.2e-07
 268000      2.46e+01    1.34e+01      7.69e-03    8.47e-03      2.46e-01    1.34e-01    1.2e-07
 269000      3.17e+01    7.40e+00      1.36e-02    1.08e-02      3.17e-01    7.40e-02    1.2e-07
 270000      1.71e+01    2.37e+01      1.46e-02    1.07e-02      1.71e-01    2.37e-01    9.8e-08
 271000      1.06e+01    6.18e+00      3.38e-02    2.54e-02      1.06e-01    6.18e-02    9.8e-08
 272000      1.75e+01    3.93e+01      1.77e-02    3.87e-02      1.75e-01    3.93e-01    9.8e-08
 273000      5.32e+00    2.16e+01      3.75e-02    3.18e-02      5.32e-02    2.16e-01    9.8e-08
 274000      1.00e+01    1.58e+01      3.83e-02    1.98e-02      1.00e-01    1.58e-01    9.8e-08
 275000      1.91e+01    2.48e+01      2.19e-02    5.12e-02      1.91e-01    2.48e-01    8.3e-08
 276000      1.47e+01    8.99e+00      7.21e-03    4.33e-02      1.47e-01    8.99e-02    8.3e-08
 277000      3.28e+01    2.55e+01      2.94e-02    2.10e-02      3.28e-01    2.55e-01    8.3e-08
 278000      2.02e+01    1.97e+01      2.64e-02    3.71e-02      2.02e-01    1.97e-01    8.3e-08
 279000      4.97e+00    1.73e+01      4.13e-02    1.72e-02      4.97e-02    1.73e-01    8.3e-08
 280000      1.24e+01    2.63e+01      2.23e-02    2.50e-02      1.24e-01    2.63e-01    7.0e-08
 281000      8.20e+00    2.25e+01      3.86e-02    2.09e-02      8.20e-02    2.25e-01    7.0e-08
 282000      8.29e+00    1.92e+01      3.83e-02    3.88e-02      8.29e-02    1.92e-01    7.0e-08
 283000      1.75e+01    2.26e+01      3.90e-03    7.83e-02      1.75e-01    2.26e-01    7.0e-08
 284000      1.33e+01    1.06e+01      1.20e-02    1.46e-01      1.33e-01    1.06e-01    7.0e-08
 285000      1.96e+01    1.86e+01      1.81e-02    1.49e-02      1.96e-01    1.86e-01    5.9e-08
 286000      2.61e+01    1.44e+01      1.91e-01    1.40e-02      2.61e-01    1.44e-01    5.9e-08
 287000      3.87e+01    2.34e+01      6.38e-01    9.70e-03      3.87e-01    2.34e-01    5.9e-08
 288000      1.15e+01    3.83e+01      2.25e-02    9.78e-04      1.15e-01    3.83e-01    5.9e-08
 289000      1.52e+01    4.48e+01      6.35e-03    4.69e-02      1.52e-01    4.48e-01    5.9e-08
 290000      1.88e+01    5.67e+00      5.41e-02    3.89e-02      1.88e-01    5.67e-02    4.9e-08
 291000      2.05e+01    2.01e+01      1.91e-02    1.58e-02      2.05e-01    2.01e-01    4.9e-08
 292000      2.19e+01    2.52e+01      3.56e-02    1.23e-02      2.19e-01    2.52e-01    4.9e-08
 293000      5.42e+01    1.23e+01      7.11e-01    1.08e-02      5.42e-01    1.23e-01    4.9e-08
 294000      1.29e+01    1.50e+01      3.11e-02    1.16e-02      1.29e-01    1.50e-01    4.9e-08
 295000      2.06e+01    3.11e+01      2.10e-02    2.91e-02      2.06e-01    3.11e-01    4.2e-08
 296000      2.78e+01    1.91e+01      2.35e-02    1.86e-02      2.78e-01    1.91e-01    4.2e-08
 297000      2.30e+01    8.43e+00      7.10e-02    1.24e-02      2.30e-01    8.43e-02    4.2e-08
 298000      2.21e+01    1.44e+01      8.67e-02    3.76e-02      2.21e-01    1.44e-01    4.2e-08
 299000      4.99e+00    2.91e+01      3.77e-02    3.56e-03      4.99e-02    2.91e-01    4.2e-08
 300000      2.69e+01    2.09e+01      2.91e-03    3.02e-02      2.69e-01    2.09e-01    3.5e-08
