#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 259000      2.26e+01    1.68e+01      2.67e-03    1.24e-02      2.26e-01    1.68e-01    1.6e-07
 260000      1.20e+01    3.17e+01      3.08e-02    3.74e-02      1.20e-01    3.17e-01    1.4e-07
 261000      9.69e+00    5.88e+00      1.64e-02    2.36e-02      9.69e-02    5.88e-02    1.4e-07
 262000      3.01e+01    2.45e+01      5.49e-02    1.31e-02      3.01e-01    2.45e-01    1.4e-07
 263000      2.60e+01    1.63e+01      1.06e-02    3.68e-03      2.60e-01    1.63e-01    1.4e-07
 264000      1.68e+01    1.30e+01      1.15e-02    2.55e-02      1.68e-01    1.30e-01    1.4e-07
 265000      1.01e+01    1.72e+01      1.47e-02    3.20e-03      1.01e-01    1.72e-01    1.2e-07
 266000      8.60e+00    2.30e+01      1.54e-02    1.50e-02      8.60e-02    2.30e-01    1.2e-07
 267000      2.29e+01    2.83e+01      1.73e-02    2.02e-02      2.29e-01    2.83e-01    1.2e-07
 268000      2.72e+01    2.04e+01      4.24e-02    2.83e-02      2.72e-01    2.04e-01    1.2e-07
 269000      1.55e+01    1.17e+01      1.27e-02    1.89e-02      1.55e-01    1.17e-01    1.2e-07
 270000      2.57e+01    1.34e+01      4.34e-03    2.47e-02      2.57e-01    1.34e-01    9.8e-08
 271000      1.09e+01    9.40e+00      2.61e-02    1.41e-02      1.09e-01    9.40e-02    9.8e-08
 272000      1.04e+01    2.06e+01      1.11e-02    1.98e-02      1.04e-01    2.06e-01    9.8e-08
 273000      1.36e+01    1.17e+01      1.52e-02    1.25e-02      1.36e-01    1.17e-01    9.8e-08
 274000      2.91e+01    1.40e+01      8.81e-03    8.57e-03      2.91e-01    1.40e-01    9.8e-08
 275000      2.96e+01    2.50e+01      8.74e-03    2.43e-02      2.96e-01    2.50e-01    8.3e-08
 276000      2.13e+01    1.54e+01      3.16e-03    5.17e-03      2.13e-01    1.54e-01    8.3e-08
 277000      1.43e+01    1.42e+01      2.31e-02    3.91e-03      1.43e-01    1.42e-01    8.3e-08
 278000      2.55e+01    2.45e+01      2.41e-02    1.53e-02      2.55e-01    2.45e-01    8.3e-08
 279000      6.16e+00    2.57e+01      2.67e-02    1.20e-02      6.16e-02    2.57e-01    8.3e-08
 280000      2.09e+01    7.68e+00      1.60e-02    2.86e-02      2.09e-01    7.68e-02    7.0e-08
 281000      2.55e+01    1.89e+01      7.19e-02    1.19e-02      2.55e-01    1.89e-01    7.0e-08
 282000      2.29e+01    2.03e+01      1.44e-02    8.74e-03      2.29e-01    2.03e-01    7.0e-08
 283000      1.40e+01    1.61e+01      1.32e-02    9.04e-03      1.40e-01    1.61e-01    7.0e-08
 284000      2.52e+01    1.69e+01      1.62e-02    1.74e-02      2.52e-01    1.69e-01    7.0e-08
 285000      4.89e+00    2.06e+01      2.22e-02    3.12e-03      4.89e-02    2.06e-01    5.9e-08
 286000      6.33e+00    8.71e+00      2.75e-02    4.34e-03      6.33e-02    8.71e-02    5.9e-08
 287000      1.86e+01    2.61e+01      1.74e-02    1.22e-02      1.86e-01    2.61e-01    5.9e-08
 288000      7.47e+00    2.02e+01      2.69e-02    1.70e-02      7.47e-02    2.02e-01    5.9e-08
 289000      6.89e+00    3.12e+01      3.08e-02    1.86e-02      6.89e-02    3.12e-01    5.9e-08
 290000      2.28e+01    3.01e+01      4.19e-02    1.02e-01      2.28e-01    3.01e-01    4.9e-08
 291000      2.23e+01    6.16e+00      2.34e-02    1.87e-02      2.23e-01    6.16e-02    4.9e-08
 292000      1.35e+01    4.13e+01      2.31e-02    7.67e-03      1.35e-01    4.13e-01    4.9e-08
 293000      9.83e+00    2.79e+01      1.75e-02    2.34e-02      9.83e-02    2.79e-01    4.9e-08
 294000      2.04e+01    1.06e+01      9.64e-03    2.54e-02      2.04e-01    1.06e-01    4.9e-08
 295000      3.98e+01    2.18e+01      1.75e-03    9.56e-03      3.98e-01    2.18e-01    4.2e-08
 296000      2.51e+01    3.91e+01      1.28e-03    8.72e-03      2.51e-01    3.91e-01    4.2e-08
 297000      1.21e+01    1.23e+01      9.80e-03    2.25e-02      1.21e-01    1.23e-01    4.2e-08
 298000      3.06e+01    4.83e+00      1.26e-02    3.00e-02      3.06e-01    4.83e-02    4.2e-08
 299000      1.14e+01    1.02e+01      1.53e-02    1.06e-02      1.14e-01    1.02e-01    4.2e-08
 300000      7.45e+00    1.53e+01      1.26e-02    2.66e-02      7.45e-02    1.53e-01    3.5e-08
